Date,Open,High,Low,Close,Volume,Adj Close
2013-09-19,4228.00,4228.00,4188.73,4206.04,121735400,4206.04
2013-09-18,4147.46,4170.40,4134.44,4170.40,78450600,4170.40
2013-09-17,4142.23,4155.85,4131.22,4145.51,79838200,4145.51
2013-09-16,4154.19,4162.67,4138.34,4152.22,92101800,4152.22
2013-09-13,4101.67,4117.38,4095.73,4114.50,80926400,4114.50
2013-09-12,4117.64,4121.32,4095.21,4106.63,115335800,4106.63
2013-09-11,4107.29,4122.53,4100.89,4119.11,94463300,4119.11
2013-09-10,4071.03,4119.98,4067.16,4116.64,113480600,4116.64
2013-09-09,4046.26,4047.94,4022.81,4040.33,76420300,4040.33
2013-09-06,4000.54,4049.19,3985.77,4049.19,111738400,4049.19
2013-09-05,3986.47,4009.59,3968.18,4006.80,103932100,4006.80
2013-09-04,3981.88,3987.88,3927.63,3980.42,83843400,3980.42
2013-09-03,4015.00,4015.00,3951.32,3974.07,93598000,3974.07
2013-09-02,3974.79,4014.50,3974.79,4006.01,67423200,4006.01
2013-08-30,3986.23,3988.93,3933.78,3933.78,93756500,3933.78
2013-08-29,3980.60,3990.27,3950.74,3986.35,81767500,3986.35
2013-08-28,3955.42,3976.11,3934.79,3960.46,110503100,3960.46
2013-08-27,4049.13,4062.48,3968.73,3968.73,108198400,3968.73
2013-08-26,4072.78,4072.78,4037.97,4067.13,36474700,4067.13
2013-08-23,4058.70,4073.82,4025.56,4069.47,60975400,4069.47
2013-08-22,4018.25,4071.73,4018.25,4059.12,78639800,4059.12
2013-08-21,4042.44,4048.30,4015.03,4015.09,67324800,4015.09
2013-08-20,4067.21,4067.90,4005.47,4028.93,99059500,4028.93
2013-08-19,4122.38,4122.38,4080.66,4083.98,63656900,4083.98
2013-08-16,4092.77,4123.89,4077.52,4123.89,81788800,4123.89
2013-08-15,4108.93,4111.64,4055.30,4093.20,67105100,4093.20
2013-08-14,4099.33,4122.16,4091.58,4114.20,72401700,4114.20
2013-08-13,4081.58,4092.50,4075.45,4092.50,73464100,4092.50
2013-08-12,4080.97,4088.64,4048.62,4071.68,71797900,4071.68
2013-08-09,4073.77,4087.73,4049.87,4076.55,87489200,4076.55
2013-08-08,4046.44,4069.72,4032.99,4064.32,81525100,4064.32
2013-08-07,4024.64,4043.55,4010.63,4038.49,84145300,4038.49
2013-08-06,4050.97,4064.98,4013.96,4032.57,102019000,4032.57
2013-08-05,4049.16,4062.78,4040.34,4049.97,75312500,4049.97
2013-08-02,4059.24,4059.62,4027.76,4045.65,90971300,4045.65
2013-08-01,3996.81,4044.50,3993.75,4042.73,133956900,4042.73
2013-07-31,3975.42,4007.23,3965.03,3992.69,98222000,3992.69
2013-07-30,3983.88,3998.16,3966.03,3986.61,79142900,3986.61
2013-07-29,3989.34,3997.86,3962.43,3968.91,89540800,3968.91
2013-07-26,3979.95,4002.35,3960.52,3968.84,93854600,3968.84
2013-07-25,3961.78,3967.58,3920.17,3956.02,101230000,3956.02
2013-07-24,3931.24,3976.50,3931.24,3962.75,101852200,3962.75
2013-07-23,3952.55,3955.55,3923.09,3923.09,93653800,3923.09
2013-07-22,3929.19,3945.98,3915.81,3939.92,67872400,3939.92
2013-07-19,3914.76,3925.32,3900.10,3925.32,89217600,3925.32
2013-07-18,3864.06,3927.79,3858.57,3927.79,91194000,3927.79
2013-07-17,3858.53,3883.09,3821.55,3872.02,76429400,3872.02
2013-07-16,3883.47,3884.64,3846.82,3851.03,65496000,3851.03
2013-07-15,3867.08,3893.26,3862.84,3878.58,55995800,3878.58
2013-07-12,3878.62,3886.08,3844.88,3855.09,72635000,3855.09
2013-07-11,3885.44,3888.19,3855.05,3868.98,92621400,3868.98
2013-07-10,3841.04,3855.19,3812.03,3840.53,73308600,3840.53
2013-07-09,3840.66,3858.54,3832.16,3843.56,89875000,3843.56
2013-07-08,3782.12,3842.51,3781.51,3823.83,76401000,3823.83
2013-07-05,3811.17,3837.39,3753.85,3753.85,98157600,3753.85
2013-07-04,3733.78,3809.82,3722.79,3809.31,111232600,3809.31
2013-07-03,3708.29,3708.91,3668.77,3702.01,105048400,3702.01
2013-07-02,3776.20,3776.41,3731.03,3742.57,77200400,3742.57
2013-07-01,3761.57,3786.41,3724.53,3767.48,88607000,3767.48
2013-06-28,3767.49,3775.34,3723.66,3738.91,118744800,3738.91
2013-06-27,3722.41,3780.56,3704.18,3762.19,97420600,3762.19
2013-06-26,3655.39,3730.69,3637.73,3726.04,109058400,3726.04
2013-06-25,3642.57,3655.62,3618.58,3649.82,105236600,3649.82
2013-06-24,3652.52,3668.11,3575.17,3595.63,133725200,3595.63
2013-06-21,3718.93,3744.25,3658.04,3658.04,170441400,3658.04
2013-06-20,3778.33,3783.20,3696.45,3698.93,143397400,3698.93
2013-06-19,3866.15,3868.40,3823.65,3839.34,84862200,3839.34
2013-06-18,3848.98,3870.87,3837.04,3860.55,75693000,3860.55
2013-06-17,3815.44,3882.88,3814.61,3863.66,88895600,3863.66
2013-06-14,3823.20,3830.69,3793.50,3805.16,77729800,3805.16
2013-06-13,3747.65,3804.25,3731.84,3797.98,104036400,3797.98
2013-06-12,3805.15,3835.49,3791.71,3793.70,82900600,3793.70
2013-06-11,3847.00,3849.36,3780.39,3810.56,106952600,3810.56
2013-06-10,3864.08,3884.64,3853.88,3864.36,67885400,3864.36
2013-06-07,3821.07,3889.55,3800.85,3872.59,102233400,3872.59
2013-06-06,3861.24,3877.96,3814.28,3814.28,92674800,3814.28
2013-06-05,3903.59,3915.71,3852.44,3852.44,98550400,3852.44
2013-06-04,3950.00,3962.42,3919.67,3925.83,75275800,3925.83
2013-06-03,3929.68,3979.53,3889.44,3920.67,93646600,3920.67
2013-05-31,3992.35,3995.79,3938.19,3948.59,133511800,3948.59
2013-05-30,3964.50,4018.97,3963.69,3996.31,84607200,3996.31
2013-05-29,4024.76,4028.77,3970.46,3974.12,91563600,3974.12
2013-05-28,4005.83,4072.24,4004.27,4050.56,99488800,4050.56
2013-05-27,3979.15,3998.05,3976.41,3995.16,39186400,3995.16
2013-05-24,3982.26,3997.13,3942.06,3956.79,60558800,3956.79
2013-05-23,3955.98,3983.72,3940.29,3967.15,127183600,3967.15
2013-05-22,4036.49,4058.73,4009.26,4051.11,92980000,4051.11
2013-05-21,4009.84,4036.18,3991.38,4036.18,87155000,4036.18
2013-05-20,4005.79,4022.85,3993.12,4022.85,61728800,4022.85
2013-05-17,3968.41,4018.84,3962.31,4001.27,148916000,4001.27
2013-05-16,3967.70,3984.28,3957.77,3979.07,93967400,3979.07
2013-05-15,3959.04,3983.05,3950.57,3982.23,93773200,3982.23
2013-05-14,3949.90,3966.06,3922.20,3966.06,89435600,3966.06
2013-05-13,3948.33,3961.66,3933.32,3945.20,75023600,3945.20
2013-05-10,3932.43,3971.92,3930.36,3953.83,94890400,3953.83
2013-05-09,3927.12,3941.81,3909.00,3928.58,64145400,3928.58
2013-05-08,3924.00,3957.06,3919.19,3956.28,85164600,3956.28
2013-05-07,3915.38,3940.58,3904.90,3921.32,105486400,3921.32
2013-05-06,3909.49,3915.59,3897.73,3907.04,47146400,3907.04
2013-05-03,3873.95,3914.51,3848.33,3912.95,109438000,3912.95
2013-05-02,3828.62,3888.98,3819.04,3858.76,118408600,3858.76
2013-04-30,3883.00,3886.45,3843.37,3856.75,101008600,3856.75
2013-04-29,3828.94,3870.19,3827.93,3868.68,86171400,3868.68
2013-04-26,3821.99,3828.14,3788.47,3810.05,92558000,3810.05
2013-04-25,3835.25,3854.41,3825.61,3840.47,98405200,3840.47
2013-04-24,3786.45,3849.04,3782.56,3842.94,141670400,3842.94
2013-04-23,3655.65,3783.05,3655.07,3783.05,151079000,3783.05
2013-04-22,3673.48,3681.95,3631.58,3652.13,88581400,3652.13
2013-04-19,3633.33,3657.98,3613.97,3651.96,121170000,3651.96
2013-04-18,3617.03,3636.88,3584.38,3599.36,132881000,3599.36
2013-04-17,3707.05,3711.47,3591.32,3599.23,156357600,3599.23
2013-04-16,3694.66,3721.96,3676.45,3685.79,107304000,3685.79
2013-04-15,3728.69,3747.67,3684.85,3710.48,103653000,3710.48
2013-04-12,3765.65,3773.64,3718.11,3729.30,100063800,3729.30
2013-04-11,3739.90,3788.86,3736.53,3775.66,101183000,3775.66
2013-04-10,3685.28,3750.17,3685.28,3743.71,125566400,3743.71
2013-04-09,3688.23,3701.93,3655.92,3670.72,97491000,3670.72
2013-04-08,3677.21,3694.27,3663.16,3666.78,79621800,3666.78
2013-04-05,3727.63,3735.68,3638.83,3663.48,127796600,3663.48
2013-04-04,3767.88,3794.72,3719.20,3726.16,124703400,3726.16
2013-04-03,3789.58,3806.30,3752.71,3754.96,113307000,3754.96
2013-04-02,3729.82,3810.18,3729.28,3805.37,129183200,3805.37
2013-03-28,3710.92,3751.15,3695.09,3731.42,109480800,3731.42
2013-03-27,3763.02,3765.76,3669.17,3711.64,140480800,3711.64
2013-03-26,3735.32,3765.01,3732.14,3748.64,108932200,3748.64
2013-03-25,3823.88,3837.02,3719.44,3727.98,131724200,3727.98
2013-03-22,3766.24,3790.92,3750.05,3770.29,95914400,3770.29
2013-03-21,3821.44,3822.65,3756.58,3774.85,103805600,3774.85
2013-03-20,3798.12,3834.88,3785.81,3829.56,105949800,3829.56
2013-03-19,3813.37,3819.37,3763.99,3775.75,126794800,3775.75
2013-03-18,3768.07,3832.02,3761.22,3825.47,122589000,3825.47
2013-03-15,3867.09,3869.14,3829.73,3844.03,198658000,3844.03
2013-03-14,3855.30,3871.58,3849.69,3871.58,119993400,3871.58
2013-03-13,3834.44,3839.99,3817.56,3836.04,83695200,3836.04
2013-03-12,3824.11,3855.07,3822.95,3839.97,84350200,3839.97
2013-03-11,3830.69,3837.79,3817.92,3836.27,73777000,3836.27
2013-03-08,3813.70,3849.87,3813.08,3840.15,110423000,3840.15
2013-03-07,3783.04,3802.18,3779.82,3793.78,88515400,3793.78
2013-03-06,3791.54,3809.00,3769.94,3773.76,90551200,3773.76
2013-03-05,3737.81,3793.24,3736.91,3787.19,112332600,3787.19
2013-03-04,3680.58,3723.68,3673.03,3709.76,98922400,3709.76
2013-03-01,3712.42,3731.70,3661.21,3699.91,106514200,3699.91
2013-02-28,3711.72,3728.12,3685.06,3723.00,124268000,3723.00
2013-02-27,3641.90,3693.17,3619.47,3691.49,125396600,3691.49
2013-02-26,3610.06,3667.62,3600.81,3621.92,162457200,3621.92
2013-02-25,3721.10,3787.53,3704.93,3721.33,133442600,3721.33
2013-02-22,3645.72,3706.78,3644.55,3706.28,107975400,3706.28
2013-02-21,3687.28,3688.05,3623.17,3624.80,142011800,3624.80
2013-02-20,3734.13,3743.65,3701.75,3709.88,119456600,3709.88
2013-02-19,3662.12,3740.49,3661.13,3735.82,100742000,3735.82
2013-02-18,3655.53,3669.35,3640.83,3667.04,65821000,3667.04
2013-02-15,3665.78,3694.73,3659.24,3660.37,103652600,3660.37
2013-02-14,3691.50,3710.09,3657.66,3669.60,112155000,3669.60
2013-02-13,3692.47,3709.39,3673.14,3698.53,89567200,3698.53
2013-02-12,3645.27,3686.58,3639.53,3686.58,88558400,3686.58
2013-02-11,3660.28,3676.43,3634.82,3650.58,69192400,3650.58
2013-02-08,3614.96,3653.56,3608.11,3649.50,98615600,3649.50
2013-02-07,3638.94,3659.97,3601.05,3601.05,102633000,3601.05
2013-02-06,3695.27,3706.98,3624.03,3642.90,130229600,3642.90
2013-02-05,3654.22,3710.81,3654.22,3694.70,90120000,3694.70
2013-02-04,3778.36,3778.36,3659.91,3659.91,126058600,3659.91
2013-02-01,3734.66,3786.25,3731.72,3773.53,108402400,3773.53
2013-01-31,3755.11,3761.22,3725.68,3732.60,121568600,3732.60
2013-01-30,3787.33,3793.26,3759.26,3765.52,96926400,3765.52
2013-01-29,3780.20,3789.92,3762.85,3785.82,84269800,3785.82
2013-01-28,3784.58,3789.12,3771.11,3780.89,83043200,3780.89
2013-01-25,3745.81,3782.60,3745.02,3778.16,100132000,3778.16
2013-01-24,3723.03,3752.42,3711.55,3752.17,79562200,3752.17
2013-01-23,3743.47,3751.91,3714.34,3726.17,96342200,3726.17
2013-01-22,3759.00,3762.93,3724.53,3741.01,98266200,3741.01
2013-01-21,3747.58,3763.42,3739.45,3763.03,57381200,3763.03
2013-01-18,3758.38,3760.95,3735.71,3741.58,100071000,3741.58
2013-01-17,3709.12,3754.17,3705.04,3744.11,97595600,3744.11
2013-01-16,3694.43,3715.15,3680.61,3708.49,90940200,3708.49
2013-01-15,3697.21,3718.30,3689.34,3697.35,103642200,3697.35
2013-01-14,3721.63,3730.04,3704.17,3708.25,29746400,3708.25
2013-01-11,3708.88,3714.45,3683.82,3706.02,83582800,3706.02
2013-01-10,3716.08,3727.35,3694.07,3703.12,140769400,3703.12
2013-01-09,3722.09,3730.05,3703.53,3717.45,130148400,3717.45
2013-01-08,3694.21,3731.24,3692.90,3705.88,90902400,3705.88
2013-01-07,3731.49,3732.65,3696.51,3704.64,82577200,3704.64
2013-01-04,3713.32,3731.13,3696.54,3730.02,64316800,3730.02
2013-01-03,3724.30,3726.97,3703.83,3721.17,58745000,3721.17
2013-01-02,3702.66,3733.93,3692.90,3733.93,90342600,3733.93
